km_driven,owner,engine,max_power,seats,car_age,log_price,mileage_per_cc,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual
70000,0,1493.0,70.0,7,7,13.527829818844937,0.011051574012056262,True,False,False,True,False,True
200000,1,2179.0,120.0,8,20,11.92504173829169,0.0048187241854061496,True,False,False,True,False,True
120000,0,2179.0,138.03,7,14,12.611541086966115,0.006392840752638825,True,False,False,True,False,True
3000,0,1197.0,81.8,5,6,13.265599278590988,0.017451963241436927,False,False,True,True,False,True
50000,0,998.0,67.1,5,13,12.345834587905333,0.020961923847695393,False,False,True,True,False,True
50000,0,2523.0,62.1,7,12,13.122365377402328,0.006325802615933413,True,False,False,True,False,True
1500,0,1199.0,88.7,5,6,13.641158361294979,0.015179316096747289,False,False,True,True,False,False
74000,0,1498.0,108.6,5,8,13.710151153416941,0.01486648865153538,True,False,False,True,False,True
25000,0,1199.0,88.7,5,8,13.384729180332174,0.015596330275229357,False,False,True,True,False,True
61915,0,1498.0,98.6,5,9,13.384729180332174,0.01822429906542056,True,False,False,True,False,True
110000,0,814.0,55.2,5,9,12.429220196836383,0.025921375921375923,False,False,True,True,False,True
70000,0,1498.0,88.0,5,9,13.217675375388819,0.013444592790387183,True,False,False,True,False,True
150000,3,1248.0,75.0,5,18,12.429220196836383,0.014262820512820514,True,False,False,True,False,True
110000,1,1493.0,100.0,7,12,12.765691290604371,0.011527126590756866,True,False,False,True,False,True
90000,1,936.0,56.3,5,11,12.128116509451258,0.02717948717948718,True,False,False,True,False,True
120000,2,1196.0,70.0,5,15,12.345834587905333,0.013043478260869565,False,False,True,True,False,True
65000,0,2494.0,100.6,8,9,13.815511557963774,0.00520850040096231,True,False,False,True,False,True
10000,0,1197.0,81.8,5,6,13.102162710901053,0.017142857142857144,False,False,True,True,False,True
80000,1,1197.0,78.9,5,16,11.918397239722838,0.01700918964076859,False,False,True,True,False,True
184000,0,1248.0,88.76,7,12,13.304686600863562,0.016642628205128206,True,False,False,True,False,True
80000,1,998.0,58.33,5,12,12.506180941677357,0.03258517034068137,False,False,False,True,False,True
70000,1,993.0,60.0,5,20,11.002116507732017,0.01742195367573011,False,False,True,True,False,True
89000,1,1586.0,104.68,5,17,11.918397239722838,0.009836065573770491,False,False,True,True,False,True
69000,1,1248.0,74.0,5,12,13.171155446333852,0.01834935897435897,True,False,False,True,False,True
90000,1,1396.0,69.0,5,13,11.326607934898927,0.01790830945558739,True,False,False,True,False,True
8000,0,814.0,55.2,5,8,12.611541086966115,0.025921375921375923,False,False,True,True,False,True
35000,0,1197.0,80.0,5,13,12.765691290604371,0.014202172096908938,False,False,True,True,False,True
45000,0,1197.0,80.0,5,14,12.611541086966115,0.014202172096908938,False,False,True,True,False,True
30000,0,1248.0,91.2,5,14,12.429220196836383,0.016346153846153844,True,False,False,True,False,True
59000,1,796.0,37.0,4,19,11.652687407345388,0.020226130653266332,False,False,True,True,False,True
6200,0,1462.0,103.0,7,7,13.45883704259595,0.013228454172366622,False,False,True,True,False,True
120000,1,998.0,67.0,5,5,12.429220196836383,0.02167334669338677,False,False,True,True,False,True
70000,0,998.0,67.04,5,9,12.765691290604371,0.020551102204408818,False,False,True,True,False,True
70000,0,796.0,35.0,5,27,11.289794413577894,0.017587939698492462,False,False,True,True,False,True
110000,0,2523.0,75.0,7,8,13.652992804936396,0.006103844629409433,True,False,False,True,False,True
93000,2,995.0,62.0,5,18,11.407576060361786,0.018090452261306532,False,False,True,True,False,True
110000,0,2499.0,72.4,10,11,13.304686600863562,0.005434173669467787,True,False,False,True,False,True
57000,0,796.0,46.3,5,18,11.813037464800539,0.024748743718592963,False,False,True,True,False,True
120000,0,1495.0,94.0,5,20,11.918397239722838,0.00882943143812709,False,False,True,True,False,True
120000,0,1298.0,85.8,5,16,12.388398368982115,0.013482280431432974,False,False,True,True,False,True
60000,0,1396.0,88.7,5,7,13.759998905115909,0.015830945558739255,True,False,False,True,False,True
70000,0,1396.0,69.0,5,14,12.278397958261774,0.016497134670487107,True,False,False,True,False,True
60000,3,993.0,60.0,5,26,10.819798284210286,0.01742195367573011,False,False,True,True,False,True
100000,0,1498.0,98.6,5,12,12.644330802262578,0.017222963951935916,True,False,False,True,False,True
35000,0,1197.0,78.9,5,17,12.301387370778713,0.01700918964076859,False,False,True,True,False,True
90000,2,1248.0,75.0,5,17,12.180759965737863,0.014262820512820514,True,False,False,True,False,True
50000,0,1197.0,81.86,5,10,13.384729180332174,0.014360902255639098,False,False,True,True,False,True
98000,0,1197.0,80.0,5,14,12.765691290604371,0.015455304928989139,False,False,True,True,False,True
30000,0,1197.0,82.85,5,12,12.793862088206213,0.015455304928989139,False,False,True,True,False,True
50000,1,1797.0,147.5,5,12,13.217675375388819,0.009070673344462994,False,False,True,True,False,True
26000,0,1197.0,82.0,5,9,13.102162710901053,0.015789473684210527,False,False,True,True,False,True
46000,1,796.0,46.3,5,14,12.180759965737863,0.024748743718592963,False,False,True,True,False,True
80000,3,796.0,46.3,5,15,11.736077016252437,0.024748743718592963,False,False,True,True,False,True
10000,0,1199.0,84.0,5,6,13.038981768465277,0.01988323603002502,False,False,True,True,False,True
16700,0,796.0,47.3,5,10,12.524530013005734,0.028567839195979897,False,False,True,True,False,True
70000,0,1248.0,74.02,5,7,13.429849547739444,0.022756410256410255,True,False,False,True,False,True
7967,0,1197.0,83.14,5,10,13.304686600863562,0.017418546365914788,False,False,True,True,False,True
20000,0,1197.0,81.8,5,7,13.487007879880162,0.018379281537176273,False,False,True,True,False,True
9656,0,799.0,53.3,5,9,12.782688818818986,0.03150187734668335,False,False,True,True,False,True
50000,0,1086.0,68.05,5,14,12.323860125621126,0.018241252302025782,False,False,True,True,False,True
17000,0,1498.0,98.63,5,6,13.493928313146206,0.016288384512683576,True,False,False,True,False,True
50000,0,995.0,62.0,5,15,11.775297421715827,0.018090452261306532,False,False,True,True,False,True
10000,0,799.0,53.3,5,10,12.611541086966115,0.03150187734668335,False,False,True,True,False,True
43000,1,1197.0,82.85,5,12,12.899222326086994,0.015455304928989139,False,False,True,True,False,True
50000,0,1396.0,88.7,5,12,13.217675375388819,0.01683381088825215,True,False,False,True,False,True
90000,1,998.0,67.0,5,19,11.695255355062795,0.018937875751503006,False,False,True,True,False,True
100000,1,2498.0,112.0,8,13,12.92391243868049,0.005604483586869495,True,False,False,True,False,True
120000,0,2523.0,62.1,7,13,13.017005083966255,0.006325802615933413,True,False,False,True,False,True
5000,0,1197.0,81.8,5,6,13.321215875492413,0.017719298245614037,False,False,True,True,False,True
68609,0,1498.0,89.84,5,9,13.151924121391561,0.015153538050734312,True,False,False,False,False,True
33360,0,1498.0,98.59,5,7,13.73755009757506,0.01520026702269693,True,False,False,False,False,True
14317,0,1498.0,104.55,5,6,13.664688831019712,0.009499332443257678,False,False,True,False,False,True
87237,1,1399.0,68.05,5,13,12.323860125621126,0.014295925661186561,True,False,False,False,False,True
62960,0,1498.0,99.0,5,8,13.122365377402328,0.017242990654205606,True,False,False,False,False,True
26634,0,1197.0,81.8,5,8,13.304686600863562,0.017719298245614037,False,False,True,False,False,False
163720,0,1399.0,68.0,5,13,12.180759965737863,0.01322373123659757,True,False,False,False,False,True
67998,0,998.0,67.1,5,13,12.487488878546145,0.018937875751503006,False,False,True,False,False,True
20706,0,1499.0,98.63,5,7,13.384729180332174,0.015877251501000667,True,False,False,False,False,True
100581,0,1498.0,99.0,5,10,12.936036208848487,0.017242990654205606,True,False,False,False,False,True
67303,0,1461.0,83.8,5,10,13.304686600863562,0.013997262149212868,True,False,False,False,False,True
79139,0,1197.0,85.8,5,12,12.73670383776449,0.015455304928989139,False,False,True,False,False,True
84784,0,1120.0,70.0,5,11,12.765691290604371,0.02142857142857143,True,False,False,False,False,True
130376,1,1248.0,73.94,5,13,12.487488878546145,0.01858974358974359,True,False,False,False,False,True
72000,0,2179.0,138.03,7,8,13.345508528717259,0.006392840752638825,True,False,False,True,False,True
127000,1,1493.0,110.0,5,17,12.409017571151187,0.011252511721366376,True,False,False,True,False,True
120000,0,1248.0,74.0,5,11,12.886643575525625,0.020192307692307693,True,False,False,True,False,True
100000,0,1120.0,71.0,5,11,13.102162710901053,0.021785714285714283,True,False,False,True,False,True
40000,0,1248.0,88.5,7,7,13.769467666582738,0.019647435897435898,True,False,False,True,False,True
110000,0,1248.0,74.0,5,12,13.171155446333852,0.01875,True,False,False,True,False,True
30000,0,1199.0,84.0,5,8,13.217675375388819,0.01693077564637198,False,False,True,True,False,True
120000,1,1405.0,70.0,5,11,12.206077645517674,0.013594306049822065,True,False,False,True,False,True
15000,0,1196.0,86.8,5,8,13.122365377402328,0.015183946488294315,False,False,True,True,False,True
33500,0,1248.0,88.5,5,9,13.623139877437296,0.01895032051282051,True,False,False,True,False,True
70000,0,1493.0,100.0,7,13,12.429220196836383,0.011527126590756866,True,False,False,True,False,True
10000,0,1197.0,78.8,5,10,13.304686600863562,0.01517126148705096,False,False,True,True,False,True
22053,0,2179.0,120.0,7,7,14.096923772119156,0.007508031206975676,True,False,False,True,False,True
50000,0,1493.0,100.0,7,9,13.554147092530322,0.012384460817146684,True,False,False,True,False,True
78432,0,1991.0,123.7,5,14,12.936036208848487,0.008297338021094927,True,False,False,True,False,True
125000,1,2199.0,194.3,7,14,13.623139877437296,0.006666666666666667,True,False,False,True,False,True
80000,0,1498.0,99.23,5,7,13.180634172318978,0.017423230974632845,True,False,False,True,False,True
270000,2,2494.0,102.0,8,19,12.959846800844963,0.005132317562149158,True,False,False,True,False,True
50000,1,1198.0,86.8,5,13,12.644330802262578,0.016193656093489148,False,False,True,True,False,True
20000,0,1199.0,84.0,5,8,12.873904582205107,0.01988323603002502,False,False,True,True,False,True
30000,0,1591.0,121.3,5,9,13.45883704259595,0.009610307982401005,False,False,True,True,False,True
70000,1,1086.0,68.05,5,15,12.206077645517674,0.018241252302025782,False,False,True,True,False,True
7200,0,2494.0,100.6,8,12,13.864301674514206,0.00520850040096231,True,False,False,True,False,True
97000,0,1498.0,98.6,5,11,13.270785106659046,0.017356475300400534,True,False,False,True,False,True
60000,1,814.0,55.2,5,11,12.206077645517674,0.025921375921375923,False,False,True,True,False,True
25000,0,1199.0,84.8,5,12,12.409017571151187,0.015179316096747289,False,False,True,True,False,True
94000,1,1197.0,78.9,5,15,12.25486757159303,0.01700918964076859,False,False,True,True,False,True
90000,1,1590.0,94.0,5,20,10.819798284210286,0.009685534591194969,False,False,True,True,False,True
50000,1,2231.0,184.0,7,13,13.45883704259595,0.0054325414612281485,True,False,False,True,False,False
35000,0,1248.0,74.0,5,6,13.399996629152975,0.018389423076923078,True,False,False,True,False,True
117500,1,1497.0,117.3,5,10,13.353476685668044,0.011623246492985972,False,False,True,True,False,True
78500,0,2179.0,140.0,7,13,13.76421831620775,0.006929784304726939,True,False,False,True,False,True
8000,0,1197.0,81.83,5,7,13.51440681653079,0.015538847117794487,False,False,True,True,False,True
25000,0,1196.0,86.8,5,8,13.25339339419516,0.015150501672240803,False,False,True,True,False,True
60000,2,1582.0,126.32,5,13,13.017005083966255,0.014108723135271808,True,False,False,True,False,True
10000,0,999.0,67.0,5,6,12.873904582205107,0.02252252252252252,False,False,True,True,False,True
70000,1,1597.0,92.0,5,16,12.100717685412471,0.00889167188478397,False,False,True,True,False,True
60000,0,624.0,37.48,4,10,11.775297421715827,0.040705128205128206,False,False,True,True,False,True
70000,1,1497.0,78.0,5,19,12.506180941677357,0.011823647294589177,False,False,True,True,False,True
25000,2,796.0,37.0,4,28,11.002116507732017,0.020226130653266332,False,False,True,True,False,True
90000,2,1599.0,103.2,5,19,12.04355959836804,0.008692933083176986,False,False,True,True,False,True
90000,0,1582.0,126.2,5,10,13.794286921512647,0.012433628318584073,True,False,False,True,False,True
25000,0,1199.0,84.0,5,7,13.102162710901053,0.01988323603002502,False,False,True,True,False,True
60000,1,1498.0,88.7,5,13,12.54254845357358,0.01568758344459279,True,False,False,True,False,True
25000,0,1199.0,84.0,5,7,12.873904582205107,0.01988323603002502,False,False,True,True,False,True
60000,3,796.0,47.3,5,12,12.04355959836804,0.028567839195979897,False,False,True,True,False,True
70000,0,995.0,62.0,5,17,10.714439990727769,0.018090452261306532,False,False,True,True,False,True
80000,1,1248.0,88.5,7,9,13.369225017834633,0.019647435897435898,True,False,False,True,False,True
110000,1,2523.0,75.0,9,10,13.384729180332174,0.006103844629409433,True,False,False,True,False,True
115717,0,2179.0,120.0,9,12,13.122365377402328,0.005530059660394677,True,False,False,True,False,True
110000,1,1399.0,68.0,5,17,11.407576060361786,0.012651894210150106,True,False,False,True,False,True
70000,1,2179.0,147.9,7,11,13.081543466215237,0.0069068379990821485,True,False,False,True,False,True
4000,0,1197.0,81.8,5,6,13.353476685668044,0.017719298245614037,False,False,True,True,False,True
50000,0,1197.0,78.9,5,14,12.429220196836383,0.01700918964076859,False,False,True,True,False,True
70000,3,1197.0,82.0,5,9,12.706850963741102,0.015789473684210527,False,False,True,True,False,True
70000,1,1197.0,78.9,5,16,12.100717685412471,0.01700918964076859,False,False,True,True,False,True
50000,1,1197.0,80.0,5,15,12.25486757159303,0.015455304928989139,False,False,True,True,False,True
55000,0,1248.0,74.0,5,9,13.217675375388819,0.021306089743589742,True,False,False,True,False,True
5000,0,1198.0,108.5,5,5,13.76421831620775,0.014190317195325543,False,False,True,True,False,False
100000,1,2523.0,62.1,7,12,12.971542813248437,0.006325802615933413,True,False,False,True,False,True
23000,1,1197.0,78.9,5,11,12.759960632315702,0.01700918964076859,False,False,True,True,False,True
60000,1,796.0,47.3,5,11,12.185875040240456,0.028567839195979897,False,False,True,True,False,True
70000,1,1061.0,67.0,5,15,11.918397239722838,0.017813383600377,False,False,True,True,False,True
60000,1,1061.0,67.0,5,16,11.918397239722838,0.017813383600377,False,False,True,True,False,True
100000,0,2179.0,153.86,7,6,14.038654909278163,0.006470858191831115,True,False,False,True,False,True
90000,2,1248.0,88.76,7,10,13.304686600863562,0.016642628205128206,True,False,False,True,False,True
26432,0,624.0,37.48,4,15,11.082157933374816,0.040705128205128206,False,False,True,False,False,True
46702,0,796.0,34.2,8,9,12.301387370778713,0.021105527638190957,False,False,True,False,False,True
46706,0,796.0,34.2,8,9,12.301387370778713,0.021105527638190957,False,False,True,False,False,True
53523,0,1193.0,64.4,5,19,11.608244735642321,0.014115674769488685,False,False,True,False,False,True
56365,0,936.0,56.3,5,13,12.07254696717504,0.02717948717948718,True,False,False,False,False,True
49563,0,995.0,62.1,5,14,11.982935344196433,0.016281407035175877,False,False,True,False,False,True
56432,0,796.0,37.0,4,21,11.082157933374816,0.020226130653266332,False,False,True,False,False,True
52365,1,796.0,37.0,4,23,11.002116507732017,0.020226130653266332,False,False,True,False,False,True
53512,1,796.0,46.3,5,18,11.695255355062795,0.024748743718592963,False,False,True,False,False,True
40000,0,2696.0,184.0,7,12,13.815511557963774,0.004146884272997033,True,False,False,True,False,False
46533,0,998.0,67.1,5,15,12.301387370778713,0.018937875751503006,False,False,True,False,False,True
58632,1,796.0,35.0,5,17,11.652687407345388,0.017587939698492462,False,False,True,False,False,True
80000,1,2179.0,140.0,7,9,13.652992804936396,0.0073428178063331805,True,False,False,True,False,False
70000,0,1248.0,88.5,7,9,13.527829818844937,0.019647435897435898,True,False,False,True,False,True
90000,0,999.0,67.0,5,8,12.487488878546145,0.023033033033033036,False,False,True,True,False,True
110000,1,1596.0,99.6,5,11,13.017005083966255,0.008828320802005012,False,False,True,True,False,True
90000,0,1493.0,100.0,7,12,12.323860125621126,0.011527126590756866,True,False,False,True,False,True
70000,0,2179.0,120.0,7,10,13.933294482509151,0.007067462138595686,True,False,False,True,False,True
80000,0,1197.0,85.0,5,16,12.506180941677357,0.013868003341687554,False,False,True,True,False,True
78000,0,796.0,46.3,5,18,11.775297421715827,0.024748743718592963,False,False,True,True,False,True
45000,0,1493.0,70.0,7,8,13.399996629152975,0.011051574012056262,True,False,False,True,False,True
50000,1,998.0,67.05,5,10,12.388398368982115,0.02399799599198397,False,False,True,True,False,True
58000,0,796.0,47.3,5,8,12.524530013005734,0.031030150753768842,False,False,True,True,False,True
120000,0,2494.0,102.0,8,13,13.527829818844937,0.005132317562149158,True,False,False,True,False,True
30000,1,1150.0,76.0,5,18,11.082157933374816,0.012782608695652174,False,False,True,True,False,True
162000,0,2179.0,147.94,7,8,13.652992804936396,0.006470858191831115,True,False,False,True,False,True
50000,1,998.0,58.16,5,9,12.611541086966115,0.026653306613226454,False,False,False,True,False,True
25000,1,1197.0,81.83,5,7,13.22672519452875,0.015538847117794487,False,False,True,True,False,True
60000,0,1997.0,120.0,7,10,13.623139877437296,0.00771156735102654,True,False,False,True,False,True
70000,2,1086.0,62.1,5,15,11.918397239722838,0.012384898710865561,False,True,False,True,False,True
138000,1,1248.0,73.9,5,16,12.128116509451258,0.01546474358974359,True,False,False,True,False,True
70000,1,1197.0,78.9,5,15,12.100717685412471,0.01700918964076859,False,False,True,True,False,True
48000,1,796.0,46.3,5,15,11.982935344196433,0.024748743718592963,False,False,True,True,False,True
110000,0,2953.0,153.86,7,13,13.122365377402328,0.003860480866915002,True,False,False,True,False,False
88000,1,1248.0,74.0,5,11,12.834683971615659,0.020192307692307693,True,False,False,True,False,True
68000,0,2494.0,100.6,7,10,13.710151153416941,0.00520850040096231,True,False,False,True,False,True
70000,0,1197.0,82.0,5,8,13.038981768465277,0.015789473684210527,False,False,True,True,False,True
80000,0,1461.0,83.8,5,11,13.081543466215237,0.013997262149212868,True,False,False,True,False,True
100000,2,1248.0,74.0,5,12,12.676079399771027,0.01834935897435897,True,False,False,True,False,True
96000,1,1248.0,74.0,5,12,12.821260987319457,0.01834935897435897,True,False,False,True,False,True
30000,2,993.0,60.0,5,23,11.225256725762893,0.01742195367573011,False,False,True,True,False,True
60000,2,1248.0,73.94,5,9,12.899222326086994,0.01858974358974359,True,False,False,True,False,True
65000,0,1248.0,74.0,5,11,12.959846800844963,0.020192307692307693,True,False,False,True,False,True
48000,0,998.0,67.04,5,11,12.691583538230217,0.02314629258517034,False,False,True,True,False,True
65300,1,1197.0,82.0,5,9,12.765691290604371,0.015789473684210527,False,False,True,True,False,True
40000,0,1197.0,81.83,5,7,13.304686600863562,0.015538847117794487,False,False,True,True,False,True
60000,1,936.0,57.6,5,13,11.695255355062795,0.02717948717948718,True,False,False,True,False,True
70000,1,998.0,67.1,5,13,12.206077645517674,0.020961923847695393,False,False,True,True,False,True
70000,2,796.0,46.3,5,17,11.51293546492023,0.024748743718592963,False,False,True,True,False,True
70000,1,1120.0,70.0,5,11,12.765691290604371,0.02142857142857143,True,False,False,True,False,True
150000,1,796.0,46.3,5,19,11.350418300109132,0.024748743718592963,False,False,True,True,False,True
10000,0,998.0,67.05,5,6,12.896719202134523,0.02399799599198397,False,False,True,True,False,True
56000,0,1582.0,126.3,5,11,13.270785106659046,0.014108723135271808,True,False,False,True,False,True
30000,0,799.0,53.64,5,8,12.577639650232573,0.028410513141426782,False,False,True,True,False,True
50000,1,1197.0,82.0,5,11,12.847929163278053,0.015789473684210527,False,False,True,True,False,True
120000,0,1399.0,68.0,5,15,12.206077645517674,0.014295925661186561,True,False,False,True,False,True
40000,0,998.0,58.16,5,7,12.873904582205107,0.026653306613226454,False,False,False,True,False,True
27500,0,1197.0,81.86,5,8,13.122365377402328,0.015789473684210527,False,False,True,True,False,True
73000,0,1248.0,88.76,7,13,13.161586013632684,0.016642628205128206,True,False,False,True,False,True
75000,0,1248.0,74.0,5,8,13.384729180332174,0.021306089743589742,True,False,False,True,False,True
5000,0,999.0,67.0,5,7,12.847929163278053,0.023033033033033036,False,False,True,True,False,True
50000,0,998.0,58.2,5,15,12.524530013005734,0.02625250501002004,False,True,False,True,False,True
70000,0,1248.0,74.0,5,10,13.161586013632684,0.021306089743589742,True,False,False,True,False,True
60000,0,1248.0,74.0,5,10,13.321215875492413,0.021306089743589742,True,False,False,True,False,True
110000,0,998.0,67.1,5,21,11.350418300109132,0.018937875751503006,False,False,True,True,False,True
95000,0,1461.0,83.8,5,12,13.102162710901053,0.014004106776180698,True,False,False,True,False,True
34000,1,814.0,55.2,5,10,12.345834587905333,0.025921375921375923,False,False,True,True,False,True
25000,0,1197.0,82.0,5,10,12.926350926565435,0.015789473684210527,False,False,True,True,False,True
120000,1,1196.0,61.7,5,6,12.799402253235032,0.01834448160535117,False,False,False,True,False,True
31000,0,1364.0,67.06,5,11,13.217675375388819,0.017294721407624634,True,False,False,True,False,True
70000,0,998.0,58.16,5,7,13.038981768465277,0.026653306613226454,False,False,False,True,False,True
47000,0,1197.0,85.8,5,14,12.154784614286667,0.015455304928989139,False,False,True,True,False,True
5000,0,1086.0,68.0,5,6,13.120363378739663,0.01869244935543278,False,False,True,True,False,False
44000,0,1196.0,73.0,7,7,12.788291058675025,0.012851170568561871,False,False,True,True,False,True
120000,1,1364.0,67.1,5,13,12.535379989788607,0.017294721407624634,True,False,False,True,False,True
39395,0,1248.0,75.0,5,11,12.676079399771027,0.016987179487179486,True,False,False,True,False,True
67000,1,1461.0,108.5,5,12,13.270785106659046,0.013963039014373716,True,False,False,True,False,True
20000,0,1497.0,117.6,5,6,14.077875591662238,0.011623246492985972,False,False,True,True,False,False
40000,0,1498.0,98.6,5,7,13.623139877437296,0.017222963951935916,True,False,False,True,False,True
120000,1,1794.0,125.0,5,21,12.04355959836804,0.007469342251950947,False,False,True,True,False,True
80000,1,2982.0,168.5,7,11,14.346139397261565,0.004208584842387659,True,False,False,True,False,True
7000,0,1086.0,68.0,5,7,13.102162710901053,0.01869244935543278,False,False,True,True,False,True
15000,0,2179.0,140.0,7,7,13.864301674514206,0.0073428178063331805,True,False,False,True,False,True
50000,0,1199.0,76.8,5,9,12.25486757159303,0.015512927439532946,False,False,True,True,False,True
30000,0,2179.0,120.0,7,9,14.038654909278163,0.007067462138595686,True,False,False,True,False,True
120000,1,1248.0,74.0,5,13,12.676079399771027,0.01834935897435897,True,False,False,True,False,True
64000,0,1991.0,123.7,5,13,12.899222326086994,0.008297338021094927,True,False,False,True,False,True
120000,0,1248.0,73.94,5,12,12.676079399771027,0.01858974358974359,True,False,False,True,False,True
85000,0,1364.0,87.2,5,13,13.304686600863562,0.015711143695014664,True,False,False,True,False,True
50000,0,998.0,67.1,5,13,12.524530013005734,0.020961923847695393,False,False,True,True,False,True
59000,1,796.0,46.3,5,16,12.04355959836804,0.024748743718592963,False,False,True,True,False,True
98000,0,936.0,57.6,5,13,11.951186847493476,0.02717948717948718,True,False,False,True,False,True
140000,1,1461.0,83.8,5,10,13.3374763699232,0.013997262149212868,True,False,False,True,False,True
50000,0,1197.0,81.86,5,8,13.180634172318978,0.015789473684210527,False,False,True,True,False,True
40000,0,1364.0,67.04,5,10,13.217675375388819,0.017294721407624634,True,False,False,True,False,True
90000,0,1498.0,98.6,5,11,13.304686600863562,0.017356475300400534,True,False,False,True,False,True
117000,2,2179.0,140.0,7,11,13.38318953651709,0.006929784304726939,True,False,False,True,False,True
90000,0,1498.0,98.6,5,11,13.345508528717259,0.017356475300400534,True,False,False,True,False,True
70000,0,995.0,63.0,5,15,11.736077016252437,0.016080402010050253,False,False,True,True,False,True
230000,1,2499.0,72.4,9,16,12.628070334272698,0.005434173669467787,True,False,False,True,False,True
155000,1,1586.0,103.3,5,15,12.560247968016562,0.009773013871374527,False,False,True,True,False,True
60000,1,2179.0,138.03,5,10,13.304686600863562,0.006190913262964663,True,False,False,True,False,True
110000,0,1198.0,82.0,6,9,12.962196972666593,0.015150250417362269,False,False,True,True,False,True
120000,0,1405.0,71.0,5,15,12.100717685412471,0.012099644128113879,True,False,False,True,False,True
100000,1,1582.0,126.32,5,14,12.899222326086994,0.014108723135271808,True,False,False,True,False,True
40000,1,1199.0,79.4,5,15,11.695255355062795,0.015512927439532946,False,False,True,True,False,True
110000,1,1248.0,88.8,5,13,12.611541086966115,0.016923076923076923,True,False,False,True,False,True
92500,1,998.0,67.1,5,14,12.154784614286667,0.020961923847695393,False,False,True,True,False,True
20000,0,796.0,47.3,5,8,12.644330802262578,0.031030150753768842,False,False,True,True,False,True
15000,0,799.0,53.3,5,6,12.847929163278053,0.03150187734668335,False,False,True,True,False,True
14000,0,1493.0,70.0,7,6,13.51440681653079,0.011051574012056262,True,False,False,True,False,True
35000,0,799.0,53.64,5,9,12.468440756144114,0.028410513141426782,False,False,True,True,False,True
32000,1,998.0,67.05,5,8,12.676079399771027,0.02399799599198397,False,False,True,True,False,True
90000,0,998.0,58.16,5,12,12.259618151783465,0.026653306613226454,False,False,False,True,False,True
35000,0,1197.0,81.8,5,7,13.384729180332174,0.018379281537176273,False,False,True,True,False,True
32500,1,1248.0,74.02,5,8,13.386266457287837,0.022756410256410255,True,False,False,True,False,True
14000,0,998.0,67.05,5,6,12.847929163278053,0.02399799599198397,False,False,True,True,False,False
70000,2,936.0,56.3,5,11,11.982935344196433,0.02717948717948718,True,False,False,True,False,True
20000,0,1591.0,121.3,5,6,14.054528245836039,0.010685103708359522,False,False,True,True,False,False
300000,0,998.0,58.2,5,14,12.611541086966115,0.02625250501002004,False,True,False,True,False,True
100000,0,1248.0,74.0,5,10,12.91164481522143,0.020192307692307693,True,False,False,True,False,True
64800,0,2179.0,140.0,7,10,13.652992804936396,0.006929784304726939,True,False,False,True,False,True
90000,0,1493.0,70.0,7,8,13.429849547739444,0.011051574012056262,True,False,False,True,False,True
80000,0,1197.0,82.0,5,11,12.96453929221076,0.01595655806182122,False,False,True,True,False,True
248000,0,1396.0,88.7,5,10,13.171155446333852,0.017765042979942695,True,False,False,True,False,True
60000,1,2494.0,100.6,7,11,13.835313185260453,0.00520850040096231,True,False,False,True,False,True
120000,0,2494.0,102.0,8,20,12.409017571151187,0.005132317562149158,True,False,False,True,False,True
120000,0,1582.0,126.2,5,10,13.676248490630767,0.014348925410872314,True,False,False,True,False,True
66444,0,998.0,58.2,5,15,11.982935344196433,0.02625250501002004,False,True,False,True,False,True
86000,0,1248.0,88.5,5,9,13.45883704259595,0.019471153846153846,True,False,False,True,False,True
90000,0,1461.0,84.8,5,13,12.611541086966115,0.014811772758384668,True,False,False,True,False,True
218463,0,1799.0,130.0,5,18,12.07254696717504,0.0071706503613118405,False,False,True,True,False,False
153000,0,2494.0,102.0,8,13,13.774689605110144,0.005132317562149158,True,False,False,True,False,True
70000,1,2498.0,105.0,6,11,13.171155446333852,0.006625300240192154,True,False,False,True,False,True
60000,0,1120.0,70.0,5,10,12.75130259456002,0.02142857142857143,True,False,False,True,False,True
50000,0,1198.0,86.7,5,10,12.873904582205107,0.015025041736227046,False,False,True,True,False,True
20000,0,1198.0,67.0,5,10,12.524530013005734,0.017220367278797995,False,False,True,True,False,True
35000,0,1199.0,82.4,5,11,12.644330802262578,0.015179316096747289,False,False,True,True,False,True
20000,0,1197.0,81.86,5,8,13.122365377402328,0.015789473684210527,False,False,True,True,False,True
70000,0,1248.0,76.9,5,12,12.206077645517674,0.017708333333333333,True,False,False,True,False,True
53000,0,1498.0,88.0,5,7,13.384729180332174,0.013444592790387183,True,False,False,True,False,True
60000,0,1498.0,97.9,5,7,13.846040732930732,0.017089452603471295,True,False,False,True,False,True
70000,0,998.0,68.05,5,7,12.706850963741102,0.020340681362725453,False,False,True,True,False,True
4000,0,1086.0,68.0,5,6,12.896719202134523,0.01869244935543278,False,False,True,True,False,True
103000,0,1197.0,78.9,5,13,12.429220196836383,0.01700918964076859,False,False,True,True,False,True
20000,0,1186.0,73.97,5,8,13.304686600863562,0.02023608768971332,True,False,False,True,False,True
77000,0,1248.0,74.0,5,12,12.834683971615659,0.01834935897435897,True,False,False,True,False,True
90000,0,1598.0,103.6,5,13,12.834683971615659,0.012853566958698373,True,False,False,True,False,True
